Tweet,Label,mood
menetapkan nonton movie terbaru spider-man venom nunggu nanti setelah blu-ray/legal streamnya keluar aja. kapan ya bisa bebas ke bioskop lagi tanpa rasa takut.. gak masalah juga nonton setelah hype redah walau mau gak mau spoiler bertebaran.,Fear,Takut
ak ya pengen coba kenain air tetap sj takut,Fear,Takut
ngeri dia keseleo aja di korea kan gada tukang urut,Fear,Takut
"takut, pc gue tetep di kolbuk",Fear,Takut
ngeri ngeri,Fear,Takut
ini ada yg nungguin ga si? aku lagi sakit trs tbtb kepikiran takut gabisa nyelesein apa yg udh aku mulai jd bakal maksain update dikit dikit ya,Fear,Takut
takut gw mappa garap csm scene muntah di sensor apa kg,Fear,Takut
2 atau 3 orang aja ya :d but! kalo flop mora hapus soalnya malu,Fear,Takut
"takut gue, mau hidup tenang",Fear,Takut
gue malu banget salah tag jenonyaaaaaaaaa.,Fear,Takut
"trs fakta lainnya adalah kakel gw rumahnya searah sama rumah gw. pernah pulsek dia lewat jalanan rumah gw anjrit. gw di belakangnya kaget. ""lah.. kok dia belok kesini""",Fear,Takut
gue jadi takut kalo liat akun besideperth,Fear,Takut
"heh salah upload, malu",Fear,Takut
"kiri, kalo kanan soalnya banyak bergerak takut kepentok",Fear,Takut
"iyaa.. takut banget soalnya fc rpku pake thailand juga:""",Fear,Takut
lu nggak malu? atau mungkin kalian emang nggak tau malu?,Fear,Takut
yang paling nyeremin pas ada razia dadakan pas gue lagi bawa bedak tbs yang tentu saja tidak murah udah panik kalo bakal kesita (dan kalo misal iya ga sudi sih kalo ga dibalikin) untungnya ga ketauan,Fear,Takut
soonyoung aku takut sama jihoon hiks.,Fear,Takut
ngeri bgt semoga ga kenapa napa,Fear,Takut
kok om sih. *gugup*,Fear,Takut
ttp kaget walaupun gak nonton,Fear,Takut
"tar paket gue yang rembes hujan kemarin dateng, dan gue diminta unboxing depan kurir trus bakal di videoin. kan gue malu yak",Fear,Takut
"cuman aku malu aja buat ngepublish ke orang lain , karena dia juga gk pernah publish aku",Fear,Takut
"lagi pusing, tapi kalo dapet dana kaget 100$ ilang ni pusingnya",Fear,Takut
ga deng beneran cemas karna pd posting dikit2 kelar sidang kan jd cemas,Fear,Takut
"kan,,bangun bangun kaget",Fear,Takut
ngeri ada tommy shelby ama pak tony stark,Fear,Takut
takut tergoda membeli pc lain,Fear,Takut
kaget bgt lg mam mie trs nonton all of us are dead ada scene zombie yg lagi ngacak ngacak usus dr perutbodohnya gua tetep lanjut makan sama nonton,Fear,Takut
malu,Fear,Takut
"bisa dicipratin air kak, bagian belakang badannya aja jg gapapa, klo muka kasian takut kaget",Fear,Takut
"buat pelajaran besok2, takut annoying ato gimana haha",Fear,Takut
twrpantau belu malu,Fear,Takut
"prnh ga sih lo lagi iseng nyanyi nih di dpn pasangan tp ga asal nyanyi gtu, bnran nyanyi. trs pasangan lo terkesima, kaget, shock lalu blg ""lah aku baru tau trnyta suara kamu bagus"" krn literally emg ga prnh nyanyi pas lg sm pasangan, malu geys",Fear,Takut
jangan marah2 ih jadi takut di makan nih,Fear,Takut
maaf ya sy mau ngetik agak ngeri. hukum mati aja pak/bu . semoga ketikan sy tidak salah dan tidak berdampak negatif kpd semua orang. aamiin,Fear,Takut
apapun selain romance. :) tapi kalau horror jangan yang hantu. mun takut sama hantu.,Fear,Takut
efek efeknya itu lo yg merah merah bikin takut,Fear,Takut
takut ga ada yg mau pembesan ama gue maybe,Fear,Takut
"anginnya kenceng bgt, takut :(",Fear,Takut
gue liat 3d mv aishite aishite kok takut ya,Fear,Takut
"kalo udah 9 bulan ginituh rasanya deg degan, takut, tapi udah pengen ketemu dedek dan udah engap pen cepet cepet bisa bobo telentang dan tengkurep",Fear,Takut
"tiba2 mimisan, gaktau kenapa penyebabnya dahal baik2 aja. kaget juga, udah lama gak kejadian kek ginian.",Fear,Takut
"bila takde kerja sangat ni yg aku takut ni, takut tktau nak update apa dsu esok",Fear,Takut
takut limitt,Fear,Takut
ada nad.. barusan. tapi takut makruh kalo marah-marah ngomong kasar.,Fear,Takut
"temen gue ada yang positif takut bgt soalnya kamis sama sabtu kemaren abis ketemu, akhirnya gue ini mau swab house service. doakan y geengg",Fear,Takut
sbenarnya panik juga sih,Fear,Takut
malu bingitttsssss,Fear,Takut
lho kirain fest hahahha :'),Fear,Takut
anda tau ga sie rasanya lg bengong kaget anjrt,Fear,Takut
agak ngeri ye,Fear,Takut
ga malu apa ya,Fear,Takut
emm malu banget,Fear,Takut
"oknum yang ga ngerasain malu td pas presentasi, pls td kalo lu join zoom rasanya mau pindah planet..",Fear,Takut
berita palsu jangan sebar! tindakan tegas akan diambil,Fear,Takut
"jangan lupa ngingetin ayang buat napas, takut lupa malah repot",Fear,Takut
"di urut dulu ke tukang urut, takut salah urat",Fear,Takut
"ada kelass lagi nanti jam 1.30, nanti klo tidur, takut kelupaan jamm",Fear,Takut
"liat kok cuman takut pada ikut close juga,nanti gw sendirian:(",Fear,Takut
eh taik takut. gua jadi ciize.,Fear,Takut
"astagfirullah kaget gw, smpe bingung juga dpat notif bgni sejak kpan gw punya gebetan jgankan gebetan org suka aja gk ada",Fear,Takut
aduu kok ngeri ahh,Fear,Takut
ngeri ya,Fear,Takut
aku boleh suka sama orang lagi? takut dibilang sasimo,Fear,Takut
tetep aja ongkirnya bikin kaget,Fear,Takut
"aku kalo lg di samping bapak2 selalu tremor, takut, gak jelas padahal orangnya nggak ngapa-ngapain",Fear,Takut
aww malu banget suer,Fear,Takut
kaget.. heran.. akhh..,Fear,Takut
"tadi disekolah ada swab buat 2 kelas+beberapa guru, terus katanya guruku semua bakal kena swab dadakan. aku sekarang lagi kurang fit jadi takut..",Fear,Takut
jadi takut hehe,Fear,Takut
korea pelapis ama utama ga keliatan beda saking gk keliatan sepak terjang pemain utamany di mens tapi takut aj kejutan racikan gado2ny sih suka surprise,Fear,Takut
hayoo ada amplop dibalik hanggar yaa kok takut ..,Fear,Takut
"alhamdulillah-nya udah divaksin sih. itu juga setelah drama. ibu mertua gwa tinggal sendirian. beberapa bulan lalu bapak mertua baru wafat. jadi yaa, khawatir. lalu ya gituu, agak meremehkan covid. makin khawatir lagi~",Fear,Takut
tp takut bgt tiba2 ppkm gimana,Fear,Takut
"gw ragu mw bls make kata2 apa pake foto juga, dan akhirnya keluar dh",Fear,Takut
asik ..permainan emosi dimulai ..yg bermain dan terlibat ngeri-ngeri sedap..siap2 nyiapin pukulan tangkisan..indikasi sih positif 100% melawan hukum cuma upaya mencari keringanan aja ..tamatlah sudah karier2 yg didapat dgn cara gag berkah..,Fear,Takut
"belom pernah nyampe manggarai lagi kalo naik kereta, kaget udah jadi di atas peronnya wkk",Fear,Takut
"chaki, ni buatmu. aku bete banget dah kemarinan waktu kamu ngebet mau jodohin aku sama kak heeseung kaget puool taunya pernah jadi temen satu oa-ku. kelakuanmu beda maksimal (real)",Fear,Takut
thank you aii !! sumpah i takut sekarang terpaling redha dah ni,Fear,Takut
"sekarang kalau upf fee di awal aja kali ya, ngeri bgt hnr",Fear,Takut
takut dewasa,Fear,Takut
"dikasih tau adik, simbah nanyain ""ini bajunya gak pernah lihat dipake keluar, dipakai di kamar ya?"" baju tidur tali spageti yamasa ku pake keluar2 kan malu. ini kalau beli lingerie yg aneh2 ya jelas jadi pertanyaan. udah paling bener beli daster midi aja.",Fear,Takut
takut sombong,Fear,Takut
"kalo gak gandengan tangan meriang tiap hangout di public place aja lengket ngt, gimana kalo pas lagi qtime berdua di private place gitu duh, makasih udah bikin makin menghalu dan btw, di yang kedua tuh seohyun sempet ragu harus pake cincin pernikahannya apa enggak",Fear,Takut
"lo takut ga sih anjir selasa depan anjir, treasure beneran cb ya?!?!",Fear,Takut
wah ngeri nih sesepuh ternyata,Fear,Takut
kakak jd malu tau :(,Fear,Takut
"mau ngejar, takut lari. jadi mending ga usah ngapa-ngapain",Fear,Takut
"udahh, tapi takut kalau dia ngecek2 pakai akun lain. dulu aku priv, aku buka lg krna pengen rep base. ah, jadi ga nyaman banget, masa ginian aja sampai harus priv mulu aku ingin bebas",Fear,Takut
"beh, mangkug tut bah malu nae",Fear,Takut
takut namun berusaha percaya diri,Fear,Takut
aaksks tp w takut ntar mendadak s massal,Fear,Takut
pernah ga sih ngerasa takut berlebihan buat sayang bgt secara tulus ke orang?,Fear,Takut
panik panik ada yg panik,Fear,Takut
"sch! gais tgl 8-15 masih bisa unggah foto kann, td pagi aku unggah foto tapi pas lagi loading malah error, please notice sender panik bgt nihh servernya error",Fear,Takut
"gua naik angkot isinya cowo semua anjirr, malu bet",Fear,Takut
"i decided to buy pc from kseller je nanti, i takut i tak dapat pull my fav member sebab tangan tak wangi",Fear,Takut
takut banget buka wa.,Fear,Takut
aduh jadi malu,Fear,Takut
bikin kaget anak orang,Fear,Takut
sumpah itu kenapa anjir takut bgt pada begitu,Fear,Takut
wkt punya ld blm pernah deh iseng kenain ke aer wkwk takut..,Fear,Takut
takut kesushi,Fear,Takut
"kalo nyolong, malu mah kedengeran ama yang punya",Fear,Takut
pengen makan seblakk tp lagi irit duiitt takut ga cukup sampe akhor bulan wkwkw,Fear,Takut
aku belum makan siang makji gak selera ga belum nyangkut mau nangis gak menang rasanya malu..,Fear,Takut
tbl tbl tadi di cek darah akunya lg degdegan takut hasil ny suruh transfusi pls pls semoga lgsg operasi malem ini,Fear,Takut
takut tgk harga,Fear,Takut
khawatir tidak jelas,Fear,Takut
"banyak juga boleh kak, asal jgn kelepasan, ngeri gk ke rem, loss pula lagi.",Fear,Takut
waduh takut takut,Fear,Takut
"jujur sih kadang aku itu malu dan takut ngakuin kalau dia pacarku, iya bener karena fisiknya",Fear,Takut
hawane ngeri,Fear,Takut
"iya ya kalo dipikir gitu.. tadi udah aku takedown tadi bilangnya badge ijo itu squad leader, kayak hyotion sambil ngasih nunjuk foto takut jelek dimata fans mereka yaudah tadi langsung aku takedown",Fear,Takut
takut patah hati gara2 derek,Fear,Takut
"indahnya terbang terlalu tinggi, walau jujur ku takut jatuh terlalu jauh",Fear,Takut
heheh tapi aku takut dimaininn aduh,Fear,Takut
"coraline dulu pas kecil takut banget jir, mana nyebutnya dulu kartun mata kancing :(",Fear,Takut
"takut banget kena polusi, mau isoman dulu",Fear,Takut
hmm takut tapi tetap usahakan percaya diri lah pokoknya :(,Fear,Takut
takut bila dah start beli ni kang semua fav chara la nak beli,Fear,Takut
"minta tolong unit barunya lgsg dipasangin semuanya sm dicek flashnya bisa atau engga udh worry aja dari awal beli takut ada apa2 makanya smpe gosend instant taunya bener aja kena apes, untung sellernya baik mau ganti unit baru",Fear,Takut
tp gaboleh panikk nnti kalo panik kamu ngeblankk nanti malah gabisa ngerjain gaboleh panik,Fear,Takut
asli iyaa takut kopit tp katanya jg karna lg pergantian musim,Fear,Takut
aku deg degkan guys.. takut bahasa inggris ku belepotan,Fear,Takut
ngeri takut hpnya keinjek,Fear,Takut
edan ngeri nyuak mang,Fear,Takut
biar kagett soalnya aku kagett baca yoonmin kaget,Fear,Takut
"ada sapol juga tapi takut tiba"" yong drop sesuatu:'))",Fear,Takut
"gak papa sebenernya, masih bagus hasil fotonya gak ngaruh tapi gw takut tambah parah aja",Fear,Takut
takut skripsi,Fear,Takut
still can't help but feel so curious about her face. secantik apa sih kak raline sampe gege gak mau nunjukin fotonya ke orang-orang karena takut pada naksir gitu ya?,Fear,Takut
kaget bener suka tetiba logout tapi ga limit,Fear,Takut
ngeri keinjek hp nya min t__t,Fear,Takut
"makin dekat 10 februari, rasa campur aduk makin menjadi2.. ada bahagia karna anakku sudah mau 19, sudah makin dewasa.. ada cemas juga, karna alasan yg sama..",Fear,Takut
eh takut bgtt,Fear,Takut
ngeri bgt,Fear,Takut
takut dan dag dig dug bacanya tp bermanfaat bangett,Fear,Takut
duhh gue takut ke s,Fear,Takut
takut bgt moms,Fear,Takut
takut kak,Fear,Takut
"serem krn ttg sikopet gt nder, aku nonton itu lbh eneg sm takut gegara mainnya bunuh2an, tp ttp nonton smpe abis krn penasaran",Fear,Takut
"rada kaget ngeliat hasil semester kemarin, tapi ya mari tingkatin lagi di semester sekarang",Fear,Takut
knp si lu tuh wangi orang kaya gitu kak kan gua takut,Fear,Takut
"malu malu , takut salah langkah",Fear,Takut
kalo takut malu jangan dikasih palu mas,Fear,Takut
takut kecengklak kalo salting pagi-pagi.,Fear,Takut
aduh.... klo solo ssr gini suka takut,Fear,Takut
"mau meluk takut dosa, gak meluk mubadzir astaghfirullah bestie",Fear,Takut
takut limit wkwkw,Fear,Takut
"takut tapi enak takut tapi dilanjutin, idung belang",Fear,Takut
malu ah,Fear,Takut
kaget ..anu anu jgn tanya saya,Fear,Takut
yaallah kaget banget tiba2 di dm ka anin tau taunya win,Fear,Takut
kicep. takut ketauan mungkin.,Fear,Takut
kaget terus,Fear,Takut
"sumpah wak malu bgt. niat utk praktek efek deterjen ke ikan, lah ikan nya malah loncat dari wadahnya. gw refleks kaget dong, anjir jadi bahan tertawaan murid mana muridnya yg udah gede2 lagi",Fear,Takut
jangan di cepuin takut di cakar sama mix,Fear,Takut
"india lumayan ngeri,kalo korea agak bahaya meskipun 4 thn ini ms mereka dibawah kita,kalo hong kong ya gt deh",Fear,Takut
"tapi lanjut dimakan gak? takut banget kalo lanjut makan, takutnya ada pecahan beling kecil masuk ke perut",Fear,Takut
takut di photo tuh mak,Fear,Takut
"kak sumpah klo upgrade dri hdd ke ssd tu gabakal ngehank gini gak si? tabunganku cuma cukup buat upgrade itu, tapi takut juga ada kebutuhan praktikum mendadak. jadinya aku maju mundur mau upgrade",Fear,Takut
eh iya jujurr takut ketauan,Fear,Takut
"panik nya tuh di pikiran sih, sibuk mikirin ini mikirin itu, mikir kya ""aduh ini gimana, takut"" ""kaya apa ini"" smbil mau nangis",Fear,Takut
kejer panik takut kebakaran dormnya,Fear,Takut
malu bngt jatuh di parkiran,Fear,Takut
tadi aku lagi makan dapet notif kan kaget,Fear,Takut
"tadi baru gibah si crush gw kan nah tu tiba'orangnya muncul gw sengol lah kaki temen gw biar diem,kalau tau kan bisa malu",Fear,Takut
wooshik apa gak takut ini ampe trending di kr,Fear,Takut
"ga paham juga, padahal buat global. ngeri editornya",Fear,Takut
kaget kan lo,Fear,Takut
takut sha.,Fear,Takut
"gue takut di dpt guru, wml biar ga ketauan bk",Fear,Takut
"yang kupikirkan saat ini : ini org org yg punya kontak wa banyak ga pusing apa ya nyortir siapa aja yg bisa liat sw. gw cuma sekian aja, males nyortir dan jatohnya jadi males buat sw aja sklian. khawatir hal hal tidak diinginkan terjadi",Fear,Takut
awal smt 3 ada rekrutmen buat asdos mo daftar maju mundur takut ilmuku belum cukup,Fear,Takut
bisa bisanya semalem mimpiin gwinam takut bgt,Fear,Takut
iiih malu mau blng nnti pas libur semester pulang lg,Fear,Takut
"sebenernya lagi gelisah dikit soalnya tadi sekolahku banyak yang positif.. tapi overall baik-baik aja kook, hbu?",Fear,Takut
"[] takut ga bisa memerankan bapak min yoongi dengan baique, karena yoongi tu kek diem diem gt kan nah gue rada petakilan. sama takut kalo disuruh show off ke ""savage"" an nya tuh gue ga nyampe gitu.",Fear,Takut
meratib takut raya lps tu upload gambar g jln2 tmpt viral,Fear,Takut
malu kat fattah amin. berlakon kayu pun dia tak tengok kamera tauu,Fear,Takut
walau hati takut membadut,Fear,Takut
mama takut gmn,Fear,Takut
takut disomasi sm klien,Fear,Takut
asli takut di bagian reading sama speaking,Fear,Takut
alesan takut kena congorna soalnya ada guru yg menantunya kena tp masih ngajar,Fear,Takut
gue kalo liat ada musuh yang pasang title takut malah,Fear,Takut
"mau siapapun lawan ina w tetep takut, tembus semifinal pun juga lawan dari grup b serem semua",Fear,Takut
jujur takut digetok mami beli hoodie lagi,Fear,Takut
malah takut ga si,Fear,Takut
"ya iya lah, masak nggak takut kalau bobroknya dibongkar di pengadilan?",Fear,Takut
takut ga bisa makan,Fear,Takut
"kalo ampe kejadian, gue bikin lu malu seumur idup si liatin ae",Fear,Takut
negara kita negara demokrasi saling menghormati lebih penting. nur wahid takut banget sama namanya museum,Fear,Takut
duh bukan lagi mah..takut kebakaran,Fear,Takut
ngeri banget,Fear,Takut
takut banget,Fear,Takut
"gue kalo pms sakit bel tp gamau minum obat takut ketergantungan:(, uda nyoba dikompres pake air anget gaa tadii?",Fear,Takut
kami takut pada yang tidak berwujud,Fear,Takut
"ketularan kaget, pengawasan gak beres.",Fear,Takut
"aku malu, aku malu",Fear,Takut
wkwkwk takut bgt digigit lgi,Fear,Takut
takut bgt kalo nanti tiba-tiba ke,Fear,Takut
ujan anginn takut banget mana genteng tetangga gue melayangg banyak bgt untung gak kena orang huftt siang siang takut,Fear,Takut
takut banget..,Fear,Takut
ini both of inamas aku super khawatir banget sama para ms nya dah,Fear,Takut
"gembel style lgi, oke /jk ya allah, gw takut banget",Fear,Takut
takut kemalingan,Fear,Takut
malu kali nder,Fear,Takut
iyaa. aku juga jadi takut:((,Fear,Takut
ngeri ngono ya ndoro ngene kok sampeyan ngebet nyapres. ajur-ajur nda mending ngurusi banjir ndoro,Fear,Takut
kaget.. kok telat!,Fear,Takut
"emang sih, aku bukan siapa-siapa kamu. tapi aku nggak bohong kalau aku khawatir dengan keadaan kamu sekarang. bolehkah kalau aku yang menghubungi kamu duluan?.. tapi aku takut bikin kamu risih..",Fear,Takut
takut positif trs gbs skolah hhshshhdhshdhsh mau nangis aja sumpahh pdhal aku masuk angin anjir,Fear,Takut
jadi khawatir laptop ku ga kuat sama semua app buat kuliah,Fear,Takut
eh pala gue pusing bgt anjir td udh tegang takut ditanya tanya bu naning trnyt waktu sdh habis,Fear,Takut
"tafsir ya... antara kaget dan ngga kaget tapi tetep aja, ngeri boi",Fear,Takut
"hahaha.. emang lagi ngeri sih, tapi dulu pas curug hejo sepi. sekarang ngeri di cuaca sih, masih sering hujan.",Fear,Takut
uda berusaha untuk mengurangi faktor cemas dari diri sendiri lho adaa aja dari luar emang bener2 semakin dewasa ada aja yang harus dipikir,Fear,Takut
njirr gue malu guekira suara rose kagettt,Fear,Takut
kalo di slack suka takut chatnya capslock semua,Fear,Takut
"hi kak, mohon maaf terkait kendalanya. terkait kendala tersebut, untuk saat ini kami tidak dibekali informasi tersebut. apabila ada kendala lain jangan ragu untuk menghubungi kami ya kak. terima kasih ^wh",Fear,Takut
takut tp ttp percaya diri,Fear,Takut
ahahhah iya masama bayangin aja udah beli trus kaget karena belakangnya ga nyatu trus menangisi itu semua,Fear,Takut
karena kalo malu bakal malu banget ini lebih lebih dari orenji untung beneran iri jongu,Fear,Takut
"di kost bosen bgt, tapi mau main keluar takut deh kasus covid lagi naik. mana mau ada event, jadi mesti jaga kesehatan.",Fear,Takut
"yakan demen muji tapi dipuji balik malah malu, demen natap mata member giliran ditatap balik juga malu sendiri, cekidaw",Fear,Takut
takut gak siih,Fear,Takut
"kamu minum kopi 2 gelas, itu ngga sehat tau. kasian perut kamu mata gue mlotot kaget dong, apaan dah nih sksd?! pas gue noleh, anjir cakep bat heran",Fear,Takut
